obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpedia.uri,num.entry,num.exit,num.exitcode,num.posttenurefate,fties,ftcur
BUI-1994-2,8232f98a-1e42-11e4-b4cd-db5882bf8def,516,BUI,Ntibantunganya,1994-04-06,1996-07-25,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,OK,M,1956,-777,1956-05-08,NA,NA,0,3,8,0,NA,NA
BUI-1996,8232c8b7-1e42-11e4-b4cd-db5882bf8def,516,BUI,Buyoya,1996-07-25,2003-04-30,Irregular,Regular,Regular,1,OK,M,1949,-777,1949-11-24,NA,NA,1,1,0,0,NA,NA
BUI-2003,8232f98b-1e42-11e4-b4cd-db5882bf8def,516,BUI,Ndayizeye,2003-04-30,2005-08-26,Regular,Regular,Regular,0,OK,M,1953,-777,NA,NA,http://dbpedia.org/resource/Domitien_Ndayizeye,0,1,0,0,NA,NA
BUI-2005,8253c8a7-1e42-11e4-b4cd-db5882bf8def,516,BUI,Nkurunziza,2005-08-26,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1963,-777,1963-12-18,NA,NA,0,-888,-888,-888,NA,NA
IND-1980,82479367-1e42-11e4-b4cd-db5882bf8def,750,IND,"Gandhi, I.",1980-01-14,1984-10-31,Regular,Irregular,"Irregular, Other",1,Death,F,1917,1984,1917-11-19,1984-10-31,http://dbpedia.org/resource/Indira_Gandhi,0,3,111,3,Son of Nehru%82476297-1e42-11e4-b4cd-db5882bf8def,1
LAO-1951,824b640c-1e42-11e4-b4cd-db5882bf8def,812,LAO,Souvanna Phouma,1951-11-21,1954-11-25,Regular,Regular,Regular,0,OK,M,1901,1984,1901-10-07,NA,http://dbpedia.org/resource/Souvanna_Phouma,0,1,0,0,Stepuncle of Somsanith%824b94df-1e42-11e4-b4cd-db5882bf8def,0
LAO-1956,824b640c-1e42-11e4-b4cd-db5882bf8def,812,LAO,Souvanna Phouma,1956-03-21,1958-07-22,Regular,Regular,Regular,1,OK,M,1901,1984,1901-10-07,NA,http://dbpedia.org/resource/Souvanna_Phouma,0,1,0,0,Stepuncle of Somsanith%824b94df-1e42-11e4-b4cd-db5882bf8def,0
RWA-1994-2,82332a5e-1e42-11e4-b4cd-db5882bf8def,517,RWA,Paul Kagame,1994-07-19,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1957,-777,1957-10-23,NA,http://dbpedia.org/resource/Paul_Kagame,0,-888,-888,-888,NA,NA
LAO-1960-4,824b640c-1e42-11e4-b4cd-db5882bf8def,812,LAO,Souvanna Phouma,1960-08-15,1960-12-10,Irregular,Irregular,"Removed by Military, without Foreign Support",2,Exile,M,1901,1984,1901-10-07,NA,http://dbpedia.org/resource/Souvanna_Phouma,1,3,6,1,Stepuncle of Somsanith%824b94df-1e42-11e4-b4cd-db5882bf8def,1
LAO-1962,824b640c-1e42-11e4-b4cd-db5882bf8def,812,LAO,Souvanna Phouma,1962-06-24,1964-04-19,Regular,Irregular,"Removed by Military, without Foreign Support",3,Imprisonment,M,1901,1984,1901-10-07,NA,http://dbpedia.org/resource/Souvanna_Phouma,0,3,6,2,Stepuncle of Somsanith%824b94df-1e42-11e4-b4cd-db5882bf8def,1
LAO-1964-2,824b640c-1e42-11e4-b4cd-db5882bf8def,812,LAO,Souvanna Phouma,1964-04-20,1975-12-02,Regular,Irregular,"Removed by Rebels, with Foreign Support",4,OK,M,1901,1984,1901-10-07,NA,http://dbpedia.org/resource/Souvanna_Phouma,0,3,3,0,Stepuncle of Somsanith%824b94df-1e42-11e4-b4cd-db5882bf8def,1
SOM-2012,149f9c67-aae0-11e4-b3bc-29f2fa19767e,520,SOM,Hassan Sheikh Mohamud,2012-09-16,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1955,-777,1955-11-09,NA,NA,0,-888,-888,-888,NA,NA
BAR-1976,81e36e93-1e42-11e4-b4cd-db5882bf8def,53,BAR,Adams,1976-10-08,1985-03-11,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1931,1985,1931-09-24,1985-03-11,NA,0,2,0,-777,NA,NA
DJI-1999,82335b31-1e42-11e4-b4cd-db5882bf8def,522,DJI,Guelleh,1999-05-08,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1947,-777,1947-11-27,NA,NA,0,-888,-888,-888,Uncle of Gouled Aptidon%82335b30-1e42-11e4-b4cd-db5882bf8def,NA
HON-1971,81e70e64-1e42-11e4-b4cd-db5882bf8def,91,HON,Cruz,1971-06-06,1972-12-04,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1903,1985,1903-01-04,1985-08-06,NA,0,3,6,2,NA,NA
GUY-1966,81f650f3-1e42-11e4-b4cd-db5882bf8def,110,GUY,Burnham,1966-05-26,1985-08-06,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1923,1985,1923-02-20,1985-08-06,http://dbpedia.org/resource/Forbes_Burnham,0,2,0,-777,NA,NA
BRA-1969-2,81fc9c6c-1e42-11e4-b4cd-db5882bf8def,140,BRA,Medici,1969-10-25,1974-03-15,Irregular,Regular,Regular,0,OK,M,1905,1985,1905-12-04,1985-10-09,NA,1,1,0,0,NA,NA
CHL-1946-1,82013062-1e42-11e4-b4cd-db5882bf8def,155,CHL,Duhalde Vasquez,1946-01-17,1946-08-03,Regular,Regular,Regular,0,OK,M,1888,1985,NA,NA,NA,0,1,0,0,NA,NA
CHL-1946-3,82013062-1e42-11e4-b4cd-db5882bf8def,155,CHL,Duhalde Vasquez,1946-09-06,1946-10-17,Regular,Regular,Regular,1,OK,M,1888,1985,NA,NA,NA,0,1,0,0,NA,NA
ETH-1936,82338c06-1e42-11e4-b4cd-db5882bf8def,530,ETH,King of Italy/Emperor of Ethiopia,1936-05-15,1941-04-07,Foreign Imposition,Foreign,Removed through Threat of Foreign Force,0,OK,M,-999,-999,NA,NA,NA,2,4,9,0,NA,NA
NTH-1959,82096426-1e42-11e4-b4cd-db5882bf8def,210,NTH,de Quay,1959-05-19,1963-05-15,Regular,Regular,Regular,0,OK,M,1901,1985,1901-08-26,1985-07-04,http://dbpedia.org/resource/Jan_de_Quay,0,1,0,0,NA,NA
SWZ-1961,820f4df1-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Friedrich,1961-01-01,1961-12-31,Regular,Regular,Regular,0,OK,M,1899,1985,1899-04-10,NA,NA,0,1,0,0,NA,NA
SWZ-1971,820f7ed0-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Gnagi,1971-01-01,1971-12-31,Regular,Regular,Regular,0,OK,M,1917,1985,1917-08-03,NA,NA,0,1,0,0,NA,NA
ETH-1977,8233bce2-1e42-11e4-b4cd-db5882bf8def,530,ETH,Mengistu Marriam,1977-02-11,1991-05-21,Regular,Irregular,"Removed by Rebels, without Foreign Support",0,Exile,M,1937,-777,NA,NA,NA,0,3,4,1,NA,NA
SWZ-1976,820f7ed0-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Gnagi,1976-01-01,1976-12-31,Regular,Regular,Regular,1,OK,M,1917,1985,1917-08-03,NA,NA,0,1,0,0,NA,NA
ALB-1944,821a8f08-1e42-11e4-b4cd-db5882bf8def,339,ALB,Hoxha,1944-11-29,1985-04-11,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1908,1985,1908-10-16,1985-04-11,http://dbpedia.org/resource/Enver_Hoxha,1,2,0,-777,NA,NA
ETH-2012,2b3c671d-3481-11e4-8dba-bbcd9ed46413,530,ETH,Desalegn,2012-08-20,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1965,-777,1965-07-18,NA,NA,0,-888,-888,-888,NA,NA
ERI-1993,8233bce5-1e42-11e4-b4cd-db5882bf8def,531,ERI,Afeworki,1993-05-24,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1946,-777,1946-02-02,NA,NA,0,-888,-888,-888,NA,NA
RUS-1984,822078d4-1e42-11e4-b4cd-db5882bf8def,365,RUS,Chernenko,1984-02-13,1985-03-10,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1911,1985,1911-09-24,1985-03-10,http://dbpedia.org/resource/Konstantin_Chernenko,0,2,0,-777,NA,NA
ANG-1979,8233edb6-1e42-11e4-b4cd-db5882bf8def,540,ANG,Dos Santos,1979-09-10,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1942,-777,1942-08-28,NA,http://dbpedia.org/resource/Jos%C3%A9_Eduardo_dos_Santos,0,-888,-888,-888,NA,NA
SWD-1946,82259f4e-1e42-11e4-b4cd-db5882bf8def,380,SWD,Erlander,1946-10-10,1969-10-09,Regular,Regular,Regular,0,OK,M,1901,1985,1901-06-16,1985-06-21,http://dbpedia.org/resource/Tage_Erlander,0,1,0,0,NA,NA
MZM-1986,8233edb8-1e42-11e4-b4cd-db5882bf8def,541,MZM,Chissano,1986-11-06,2005-02-02,Regular,Regular,Regular,0,OK,M,1939,-777,1939-10-02,NA,NA,0,1,0,0,NA,NA
MZM-2005,8253f976-1e42-11e4-b4cd-db5882bf8def,541,MZM,Guebuza,2005-02-02,2015-01-15,Regular,Regular,Regular,0,Missing: Left Office after 2014-12-31,M,1942,-777,1942-01-20,NA,NA,0,1,0,-999,NA,NA
MZM-2015,0eddaf00-df39-11e5-ba44-bb6d7c1a9a58,541,MZM,Filipe Nyusi,2015-01-15,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1959,-777,1959-02-09,NA,NA,0,-888,-888,-888,NA,NA
ZAM-1964,8233edb9-1e42-11e4-b4cd-db5882bf8def,551,ZAM,Kaunda,1964-10-24,1991-11-02,Regular,Regular,Regular,0,OK,M,1924,-777,1924-04-28,NA,http://dbpedia.org/resource/Kenneth_Kaunda,0,1,0,0,NA,NA
ZAM-1991,8233edba-1e42-11e4-b4cd-db5882bf8def,551,ZAM,Chiluba,1991-11-02,2002-01-02,Regular,Regular,Regular,0,OK,M,1943,-777,1943-04-30,NA,http://dbpedia.org/resource/Frederick_Chiluba,0,1,0,0,NA,NA
UGA-1979-1,82320567-1e42-11e4-b4cd-db5882bf8def,500,UGA,Yusuf Lule,1979-04-13,1979-06-20,Regular,Regular,Regular,0,Exile,M,1912,1985,1912-04-10,1985-01-21,NA,0,1,0,1,NA,NA
ZAM-2008,8253f977-1e42-11e4-b4cd-db5882bf8def,551,ZAM,Banda,2008-06-29,2011-09-23,Regular,Regular,Regular,0,OK,M,1937,-777,NA,NA,NA,0,1,0,0,NA,NA
MAS-1968,823b5e2e-1e42-11e4-b4cd-db5882bf8def,590,MAS,Ramgoolam,1968-03-12,1982-06-16,Regular,Regular,Regular,0,OK,M,1900,1985,1900-09-18,1985-12-15,http://dbpedia.org/resource/Seewoosagur_Ramgoolam,0,1,0,0,Father of Ramgoolam N.%823b8efe-1e42-11e4-b4cd-db5882bf8def,0
ZAM-2014,149f9c68-aae0-11e4-b3bc-29f2fa19767e,551,ZAM,Scott,2014-10-29,2015-01-25,Regular,Regular,Regular,0,Missing: Left Office after 2014-12-31,M,1944,-777,1944-06-01,NA,NA,0,1,0,-999,NA,NA
ZAM-2015,0eddaf01-df39-11e5-ba44-bb6d7c1a9a58,551,ZAM,Edgar Lungu,2015-01-25,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1956,-777,1956-10-11,NA,NA,0,-888,-888,-888,NA,NA
LEB-1976,823ff220-1e42-11e4-b4cd-db5882bf8def,660,LEB,Sarkis,1976-09-23,1982-09-23,Regular,Regular,Regular,0,OK,M,1924,1985,1924-07-20,NA,NA,0,1,0,0,NA,NA
BNG-1981,8248e93e-1e42-11e4-b4cd-db5882bf8def,771,BNG,Sattar,1981-05-30,1982-03-20,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1906,1985,NA,NA,NA,0,3,6,0,NA,NA
ZIM-1980,82341e8d-1e42-11e4-b4cd-db5882bf8def,552,ZIM,Mugabe,1980-03-04,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1924,-777,1924-02-21,NA,http://dbpedia.org/resource/Robert_Mugabe,0,-888,-888,-888,NA,NA
CAM-1970,824b333a-1e42-11e4-b4cd-db5882bf8def,811,CAM,Lon Nol,1970-03-18,1975-04-10,Irregular,Irregular,"Removed by Rebels, without Foreign Support",0,Exile,M,1913,1985,1913-11-13,1985-11-17,http://dbpedia.org/resource/Lon_Nol,1,3,4,1,NA,NA
MAW-1994,82344f5e-1e42-11e4-b4cd-db5882bf8def,553,MAW,Muluzi,1994-05-21,2004-05-24,Regular,Regular,Regular,0,OK,M,1943,-777,NA,NA,NA,0,1,0,0,NA,NA
MAW-2004,82344f5f-1e42-11e4-b4cd-db5882bf8def,553,MAW,Bingu wa Mutharika,2004-05-24,2012-04-07,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1934,-777,NA,NA,NA,0,2,0,-777,NA,NA
MAW-2012,2b3c671e-3481-11e4-8dba-bbcd9ed46413,553,MAW,Joyce Hilda Banda,2012-04-07,2014-05-31,Regular,Regular,Regular,0,OK,F,1950,-777,1950-04-12,NA,NA,0,1,0,0,NA,NA
MAW-2014,149f9c69-aae0-11e4-b3bc-29f2fa19767e,553,MAW,Peter Mutharika,2014-05-31,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1940,-777,NA,NA,NA,0,-888,-888,-888,NA,NA
LAO-1959,824b640f-1e42-11e4-b4cd-db5882bf8def,812,LAO,Nosavan,1959-12-31,1960-01-07,Irregular,Regular,Regular,0,OK,M,1920,1985,1920-01-07,NA,NA,1,1,0,0,NA,NA
HAI-1946-1,81dfffa2-1e42-11e4-b4cd-db5882bf8def,41,HAI,Lavaud,1946-01-11,1946-08-16,Irregular,Regular,Regular,0,OK,M,1903,1986,1903-03-16,NA,NA,1,1,0,0,NA,NA
HAI-1957-5,81e06146-1e42-11e4-b4cd-db5882bf8def,41,HAI,Fignole,1957-05-26,1957-06-14,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1914,1986,1914-11-12,NA,NA,1,3,6,1,NA,NA
DOM-1963-2,81e218c4-1e42-11e4-b4cd-db5882bf8def,42,DOM,de los Santos,1963-09-26,1963-12-22,Irregular,Regular,Regular,0,OK,M,1903,1986,1903-10-12,1986-06-10,NA,1,1,0,0,NA,NA
CHL-1958,82019208-1e42-11e4-b4cd-db5882bf8def,155,CHL,Alessandri Rodriguez,1958-11-03,1964-11-03,Regular,Regular,Regular,0,OK,M,1896,1986,1896-05-19,1986-08-31,http://dbpedia.org/resource/Jorge_Alessandri,0,1,0,0,Son of Alessandri y Palma%82006d12-1e42-11e4-b4cd-db5882bf8def,1
UKG-1957,82074b00-1e42-11e4-b4cd-db5882bf8def,200,UKG,MacMillan,1957-01-10,1963-10-18,Regular,Regular,Regular,0,OK,M,1894,1986,1894-02-10,1986-12-29,http://dbpedia.org/resource/Harold_Macmillan,0,1,0,0,NA,NA
GRC-1945-4,821d6b88-1e42-11e4-b4cd-db5882bf8def,350,GRC,Kanellopoulos,1945-11-01,1945-11-22,Regular,Regular,Regular,0,OK,M,1902,1986,1902-12-13,1986-09-11,NA,0,1,0,0,NA,NA
GRC-1967-1,821d6b88-1e42-11e4-b4cd-db5882bf8def,350,GRC,Kanellopoulos,1967-04-03,1967-04-21,Regular,Irregular,"Removed by Military, without Foreign Support",1,Imprisonment,M,1902,1986,1902-12-13,1986-09-11,NA,0,3,6,2,NA,NA
FIN-1956,8224ab28-1e42-11e4-b4cd-db5882bf8def,375,FIN,Kekkonen,1956-03-01,1981-09-11,Regular,Retired Due to Ill Health,Regular,0,OK,M,1900,1986,1900-09-03,1986-08-31,http://dbpedia.org/resource/Urho_Kekkonen,0,2.1,0,0,NA,NA
SWD-1969,82259f4f-1e42-11e4-b4cd-db5882bf8def,380,SWD,Palme,1969-10-14,1976-09-20,Regular,Regular,Regular,0,OK,M,1927,1986,1927-01-30,1986-02-28,http://dbpedia.org/resource/Olof_Palme,0,1,0,0,NA,NA
SWD-1982,82259f4f-1e42-11e4-b4cd-db5882bf8def,380,SWD,Palme,1982-10-07,1986-02-28,Regular,Irregular,Assassination by Unsupported Individual,1,Death,M,1927,1986,1927-01-30,1986-02-28,http://dbpedia.org/resource/Olof_Palme,0,3,11,3,NA,NA
ICE-1958,82284af9-1e42-11e4-b4cd-db5882bf8def,395,ICE,Jonsson,1958-12-23,1959-11-20,Regular,Regular,Regular,0,OK,M,1902,1986,1902-10-27,NA,http://dbpedia.org/resource/Emil_J%C3%B3nsson,0,1,0,0,NA,NA
MZM-1975,8233edb7-1e42-11e4-b4cd-db5882bf8def,541,MZM,Machel,1975-06-25,1986-10-19,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1933,1986,1933-09-29,1986-10-19,http://dbpedia.org/resource/Samora_Machel,1,2,0,-777,NA,NA
SAF-1989-3,8239d780-1e42-11e4-b4cd-db5882bf8def,560,SAF,deKlerk,1989-08-15,1994-05-10,Regular,Regular,Regular,0,OK,M,1936,-777,1936-03-18,NA,http://dbpedia.org/resource/Frederik_Willem_de_Klerk,0,1,0,0,NA,NA
SAF-1994,8239d781-1e42-11e4-b4cd-db5882bf8def,560,SAF,Mandela,1994-05-10,1999-06-16,Regular,Regular,Regular,0,OK,M,1918,-777,1918-07-18,2013-12-05,http://dbpedia.org/resource/Nelson_Mandela,0,1,0,0,NA,NA
SAF-1999,8239d782-1e42-11e4-b4cd-db5882bf8def,560,SAF,Mbeki,1999-06-16,2008-09-25,Regular,Regular,Regular,0,OK,M,1942,-777,1942-06-18,NA,http://dbpedia.org/resource/Thabo_Mbeki,0,1,0,0,NA,NA
SAF-2008,8253f979-1e42-11e4-b4cd-db5882bf8def,560,SAF,Motlanthe,2008-09-25,2009-05-09,Regular,Regular,Regular,0,OK,M,1949,-777,1949-07-19,NA,NA,0,1,0,0,NA,NA
SAF-2009,8253f97a-1e42-11e4-b4cd-db5882bf8def,560,SAF,Zuma,2009-05-09,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1942,-777,1942-04-12,NA,NA,0,-888,-888,-888,NA,NA
YPR-1978-2,82420b47-1e42-11e4-b4cd-db5882bf8def,680,YPR,Ismail,1978-12-27,1980-04-02,Regular,Regular,Regular,0,OK,M,1939,1986,NA,NA,NA,0,1,0,0,NA,NA
DRV-1969,824bf688-1e42-11e4-b4cd-db5882bf8def,816,DRV,Le Duan,1969-09-03,1986-07-10,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1908,1986,1908-04-07,1986-07-10,NA,0,2,0,-777,NA,NA
HAI-1957-1,81e03075-1e42-11e4-b4cd-db5882bf8def,41,HAI,Sylvain,1957-02-07,1957-04-02,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1909,1987,NA,NA,NA,0,3,6,2,NA,NA
TRA-1881,823a0854-1e42-11e4-b4cd-db5882bf8def,563,TRA,Triumvirate,1881-08-08,1883-05-09,Irregular,Regular,Regular,0,OK,M,-999,-999,NA,NA,NA,1,1,0,0,NA,NA
BAR-1966,81e36e92-1e42-11e4-b4cd-db5882bf8def,53,BAR,Barrow,1966-11-18,1976-09-08,Regular,Regular,Regular,0,OK,M,1920,1987,1920-01-21,1987-06-01,http://dbpedia.org/resource/Errol_Barrow,0,1,0,0,NA,NA
BAR-1986,81e36e92-1e42-11e4-b4cd-db5882bf8def,53,BAR,Barrow,1986-05-29,1987-06-01,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1920,1987,1920-01-21,1987-06-01,http://dbpedia.org/resource/Errol_Barrow,0,2,0,-777,NA,NA
HON-1975,81e73f34-1e42-11e4-b4cd-db5882bf8def,91,HON,Castro,1975-04-22,1978-08-07,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,OK,M,1938,1987,NA,NA,http://dbpedia.org/resource/Juan_Alberto_Melgar_Castro,1,3,16,0,NA,NA
ECU-1948,81f80871-1e42-11e4-b4cd-db5882bf8def,130,ECU,Plaza Lasso,1948-09-01,1952-09-01,Regular,Regular,Regular,0,OK,M,1906,1987,1906-02-17,1987-01-28,NA,0,1,0,0,NA,NA
ARG-1982-1,82043db4-1e42-11e4-b4cd-db5882bf8def,160,ARG,Saint-Jean,1982-06-18,1982-07-01,Irregular,Regular,Regular,0,OK,M,1926,1987,NA,NA,NA,1,1,0,0,NA,NA
NTH-1973,820994fa-1e42-11e4-b4cd-db5882bf8def,210,NTH,den Uyl,1973-05-11,1977-12-19,Regular,Regular,Regular,0,OK,M,1919,1987,1919-08-09,1987-12-24,http://dbpedia.org/resource/Joop_den_Uyl,0,1,0,0,NA,NA
GRC-1965-1,821dfe04-1e42-11e4-b4cd-db5882bf8def,350,GRC,Athaniadis-Novas,1965-07-15,1965-08-05,Irregular,Regular,Regular,0,OK,M,1893,1987,NA,NA,http://dbpedia.org/resource/Georgios_Athanasiadis-Novas,1,1,0,0,NA,NA
NOR-1945-2,82269378-1e42-11e4-b4cd-db5882bf8def,385,NOR,Gerhardsen,1945-06-26,1951-11-13,Regular,Regular,Regular,0,OK,M,1897,1987,1897-05-10,1987-09-19,http://dbpedia.org/resource/Einar_Gerhardsen,0,1,0,0,NA,NA
NOR-1955,82269378-1e42-11e4-b4cd-db5882bf8def,385,NOR,Gerhardsen,1955-01-22,1963-08-23,Regular,Regular,Regular,1,OK,M,1897,1987,1897-05-10,1987-09-19,http://dbpedia.org/resource/Einar_Gerhardsen,0,1,0,0,NA,NA
NOR-1963-2,82269378-1e42-11e4-b4cd-db5882bf8def,385,NOR,Gerhardsen,1963-09-25,1965-10-12,Regular,Regular,Regular,2,OK,M,1897,1987,1897-05-10,1987-09-19,http://dbpedia.org/resource/Einar_Gerhardsen,0,1,0,0,NA,NA
BEN-1967,822bb9e8-1e42-11e4-b4cd-db5882bf8def,434,BEN,Alley,1967-12-17,1968-08-01,Irregular,Regular,Regular,0,Imprisonment,M,1930,1987,1930-04-09,NA,NA,1,1,0,2,NA,NA
NIR-1974,822d0fbf-1e42-11e4-b4cd-db5882bf8def,436,NIR,Kountche,1974-04-17,1987-11-10,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1931,1987,1931-07-01,1987-11-10,http://dbpedia.org/resource/Seyni_Kountch%C3%A9,1,2,0,-777,Cousin of Seibou%822d4092-1e42-11e4-b4cd-db5882bf8def,0
BFO-1983,822e6594-1e42-11e4-b4cd-db5882bf8def,439,BFO,Sankara,1983-08-04,1987-10-15,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1949,1987,1949-12-21,NA,http://dbpedia.org/resource/Thomas_Sankara,1,3,6,3,NA,NA
LES-1966,823a6a00-1e42-11e4-b4cd-db5882bf8def,570,LES,Jonathan,1966-10-04,1986-01-20,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1914,1987,1914-10-30,1987-04-05,http://dbpedia.org/resource/Leabua_Jonathan,0,3,6,1,NA,NA
NAM-1990,823a69ff-1e42-11e4-b4cd-db5882bf8def,565,NAM,Nujoma,1990-03-21,2005-03-21,Regular,Regular,Regular,0,OK,M,1929,-777,1929-05-12,NA,http://dbpedia.org/resource/Sam_Nujoma,0,1,0,0,NA,NA
NAM-2005,8253f97b-1e42-11e4-b4cd-db5882bf8def,565,NAM,Pohamba,2005-03-21,2015-03-21,Regular,Regular,Regular,0,Missing: Left Office after 2014-12-31,M,1935,-777,1935-08-18,NA,NA,0,1,0,-999,NA,NA
NAM-2015,0eddaf02-df39-11e5-ba44-bb6d7c1a9a58,565,NAM,Hage Geingob,2015-03-21,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1941,-777,1941-08-03,NA,NA,0,-888,-888,-888,NA,NA
LEB-1952-2,823fc14e-1e42-11e4-b4cd-db5882bf8def,660,LEB,Chamoun,1952-09-23,1958-09-23,Regular,Regular,Regular,0,OK,M,1900,1987,1900-04-03,1987-08-07,http://dbpedia.org/resource/Camille_Chamoun,0,1,0,0,NA,NA
LES-1986,823a6a01-1e42-11e4-b4cd-db5882bf8def,570,LES,Lekhanya,1986-01-24,1991-05-02,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1938,-777,1938-04-07,NA,NA,1,3,6,2,NA,NA
LES-1991,823a9ad0-1e42-11e4-b4cd-db5882bf8def,570,LES,Ramaema,1991-05-02,1993-04-02,Irregular,Regular,Regular,0,OK,M,1933,-777,1933-11-10,NA,NA,1,1,0,0,NA,NA
JPN-1957,8246d017-1e42-11e4-b4cd-db5882bf8def,740,JPN,Kishi,1957-02-25,1960-07-18,Regular,Regular,Regular,0,OK,M,1896,1987,1896-11-13,NA,http://dbpedia.org/resource/Nobusuke_Kishi,0,1,0,0,Brother of Sato%8246d019-1e42-11e4-b4cd-db5882bf8def,0
LES-1994-1,823a9ad2-1e42-11e4-b4cd-db5882bf8def,570,LES,Letsie III,1994-08-17,1994-09-14,Irregular,Regular,Regular,0,OK,M,1963,-777,NA,NA,NA,1,1,0,0,NA,NA
IND-1979,82479369-1e42-11e4-b4cd-db5882bf8def,750,IND,Charan Singh,1979-07-28,1980-01-14,Regular,Regular,Regular,0,OK,M,1902,1987,1902-12-23,NA,NA,0,1,0,0,NA,NA
LES-1998,823a9ad3-1e42-11e4-b4cd-db5882bf8def,570,LES,Mosisili,1998-05-29,2012-06-08,Regular,Regular,Regular,0,OK,M,1945,-777,1945-03-15,NA,http://dbpedia.org/resource/Pakalitha_Mosisili,0,1,0,0,NA,NA
LES-2012,149fc376-aae0-11e4-b3bc-29f2fa19767e,570,LES,Thabane,2012-06-08,2015-03-17,Regular,Regular,Regular,0,Missing: Left Office after 2014-12-31,M,1939,-777,1939-05-28,NA,NA,0,1,0,-999,NA,NA
LES-2015,0eddaf03-df39-11e5-ba44-bb6d7c1a9a58,570,LES,Pakalitha Mosisili,2015-03-17,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1945,-777,1945-03-14,NA,NA,0,-888,-888,-888,NA,NA
MYA-1956,82494ae5-1e42-11e4-b4cd-db5882bf8def,775,MYA,U Ba Swe,1956-06-12,1957-03-01,Regular,Regular,Regular,0,OK,M,1915,1987,1915-04-19,NA,http://dbpedia.org/resource/Ba_Swe,0,1,0,0,NA,NA
BOT-1980,823a9ad5-1e42-11e4-b4cd-db5882bf8def,571,BOT,Masire,1980-07-13,1998-03-31,Regular,Regular,Regular,0,OK,M,1925,-777,1925-07-23,NA,http://dbpedia.org/resource/Quett_Masire,0,1,0,0,NA,NA
BOT-1998,823acba4-1e42-11e4-b4cd-db5882bf8def,571,BOT,Mogae,1998-03-31,2008-04-01,Regular,Regular,Regular,0,OK,M,1939,-777,NA,NA,http://dbpedia.org/resource/Festus_Mogae,0,1,0,0,NA,NA
BOT-2008,82542a54-1e42-11e4-b4cd-db5882bf8def,571,BOT,Ian Khama,2008-04-01,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1953,-777,1953-02-27,NA,NA,0,-888,-888,-888,Son of Khama%823a9ad4-1e42-11e4-b4cd-db5882bf8def,1
PAN-1940,81f2804c-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arias, A.",1940-10-01,1941-10-09,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Exile,M,1901,1988,1901-08-15,1988-08-10,NA,0,3,8,1,"Brother of Arias, H.%81f24f78-1e42-11e4-b4cd-db5882bf8def",1
