obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpedia.uri,num.entry,num.exit,num.exitcode,num.posttenurefate,fties,ftcur
HAI-1889,81df9dee-1e42-11e4-b4cd-db5882bf8def,41,HAI,Hippolyte,1889-08-25,1896-03-24,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1827,1896,NA,NA,NA,1,2,0,-777,NA,NA
DOM-1878-3,1971ace8-3bbd-11e5-afeb-eb6f07f9fec7,42,DOM,del Rosario de Castro,1878-09-07,1878-09-29,Regular,Irregular,Unknown,1,OK,M,1811,1896,NA,NA,NA,0,3,-999,0,NA,NA
HON-1874,81e64b14-1e42-11e4-b4cd-db5882bf8def,91,HON,Leiva,1874-01-13,1876-06-08,Irregular,Irregular,Unknown,0,OK,M,1821,1896,NA,NA,NA,1,3,-999,0,NA,NA
DOM-1965-2,81e24999-1e42-11e4-b4cd-db5882bf8def,42,DOM,Bartolome Benoit,1965-04-27,1965-05-07,Irregular,Regular,Regular,0,OK,M,1921,-777,NA,NA,NA,1,1,0,0,NA,NA
DOM-1965-3,81e27a6c-1e42-11e4-b4cd-db5882bf8def,42,DOM,Berreras,1965-05-07,1965-08-30,Irregular,Regular,Regular,0,OK,M,1920,-999,1920-12-03,NA,NA,1,1,0,0,NA,NA
HON-1891,81e64b14-1e42-11e4-b4cd-db5882bf8def,91,HON,Leiva,1891-11-30,1893-08-07,Regular,Irregular,Unknown,1,Exile,M,1821,1896,NA,NA,NA,0,3,-999,1,NA,NA
NIC-1889,81e8f6b5-1e42-11e4-b4cd-db5882bf8def,93,NIC,Sacasa,1889-08-01,1893-06-01,Regular,Irregular,Unknown,0,Exile,M,1840,1896,NA,NA,NA,0,3,-999,1,"Father of Sacasa, Juan%81e95868-1e42-11e4-b4cd-db5882bf8def",0
PER-1879-1,81f8cbc9-1e42-11e4-b4cd-db5882bf8def,135,PER,Luis de la Puerta,1879-12-17,1879-12-22,Regular,Irregular,Unknown,0,Missing: No Information Found,M,1811,1896,1811-08-25,1896-10-21,NA,0,3,-999,-666,NA,NA
BOL-1880,81fd2ee8-1e42-11e4-b4cd-db5882bf8def,145,BOL,Campero,1880-01-19,1884-08-15,Irregular,Regular,Regular,0,OK,M,1813,1896,1813-10-28,NA,NA,1,1,0,0,NA,NA
BEL-1878,19768ee8-3bbd-11e5-afeb-eb6f07f9fec7,211,BEL,Walthere Frere-Orban,1878-06-19,1884-06-16,Regular,Regular,Regular,1,OK,M,1812,1896,1812-04-22,1896-02-02,NA,0,1,0,0,NA,NA
FRN-1876-2,820b7d4b-1e42-11e4-b4cd-db5882bf8def,220,FRN,Simon,1876-12-12,1877-05-16,Regular,Regular,Regular,0,OK,M,1814,1896,NA,NA,http://dbpedia.org/resource/Jules_Simon,0,1,0,0,NA,NA
DOM-1996,81e2dc15-1e42-11e4-b4cd-db5882bf8def,42,DOM,Fernandez Reyna,1996-08-16,2000-08-16,Regular,Regular,Regular,0,OK,M,1953,-777,1953-12-26,NA,NA,0,1,0,0,NA,NA
DOM-2000,81e30ce8-1e42-11e4-b4cd-db5882bf8def,42,DOM,Hipolito Mejia,2000-08-17,2004-08-16,Regular,Regular,Regular,0,OK,M,1941,-777,1941-02-22,NA,http://dbpedia.org/resource/Hip%C3%B3lito_Mej%C3%ADa,0,1,0,0,NA,NA
DOM-2004,81e2dc15-1e42-11e4-b4cd-db5882bf8def,42,DOM,Fernandez Reyna,2004-08-16,2012-08-16,Regular,Regular,Regular,1,OK,M,1953,-777,1953-12-26,NA,NA,0,1,0,0,NA,NA
DOM-2012,2b37a44e-3481-11e4-8dba-bbcd9ed46413,42,DOM,Medina,2012-08-16,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1951,-777,1951-11-10,NA,NA,0,-888,-888,-888,NA,NA
FRN-1888,820bdefd-1e42-11e4-b4cd-db5882bf8def,220,FRN,Floquet,1888-04-03,1889-02-21,Regular,Regular,Regular,0,OK,M,1828,1896,NA,NA,http://dbpedia.org/resource/Charles_Floquet,0,1,0,0,NA,NA
SWZ-1882,820dc750-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Bavier,1882-01-01,1882-12-31,Regular,Regular,Regular,0,OK,M,1825,1896,1825-09-16,NA,NA,0,1,0,0,NA,NA
SWD-1876,8224dbfc-1e42-11e4-b4cd-db5882bf8def,380,SWD,de Geer af Finspång,1876-03-20,1880-04-19,Regular,Regular,Regular,0,OK,M,1818,1896,NA,NA,NA,0,1,0,0,Father of de Geer%82256e77-1e42-11e4-b4cd-db5882bf8def,0
LBR-1892,822e9669-1e42-11e4-b4cd-db5882bf8def,450,LBR,Joseph James Cheeseman,1892-01-04,1896-11-12,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1843,1896,NA,NA,NA,0,2,0,-777,NA,NA
JAM-1980,81e33dbc-1e42-11e4-b4cd-db5882bf8def,51,JAM,Seaga,1980-11-01,1989-02-10,Regular,Regular,Regular,0,OK,M,1930,-777,1930-05-28,NA,NA,0,1,0,0,NA,NA
MAG-1864,823afc78-1e42-11e4-b4cd-db5882bf8def,580,MAG,Rainilaiarivony,1864-07-15,1895-09-30,Regular,Foreign,Unknown,0,Exile,M,1828,1896,NA,NA,NA,0,4,-999,1,NA,NA
JAM-1992,81e33dbd-1e42-11e4-b4cd-db5882bf8def,51,JAM,Patterson,1992-03-30,2006-03-30,Regular,Regular,Regular,0,OK,M,1935,-777,NA,NA,NA,0,1,0,0,NA,NA
JAM-2006,2b37a44f-3481-11e4-8dba-bbcd9ed46413,51,JAM,Simpson-Miller,2006-03-30,2007-09-11,Regular,Regular,Regular,0,OK,F,1945,-777,1945-12-12,NA,NA,0,1,0,0,NA,NA
JAM-2007,825028d2-1e42-11e4-b4cd-db5882bf8def,51,JAM,Golding,2007-09-11,2011-10-23,Regular,Regular,Regular,0,OK,M,1947,-777,NA,NA,NA,0,1,0,0,NA,NA
JAM-2011,825028d3-1e42-11e4-b4cd-db5882bf8def,51,JAM,Holness,2011-10-23,2012-01-05,Regular,Regular,Regular,0,OK,M,1972,-777,NA,NA,NA,0,1,0,0,NA,NA
JAM-2012,2b37a44f-3481-11e4-8dba-bbcd9ed46413,51,JAM,Simpson-Miller,2012-01-05,2015-12-31,Regular,Still in Office,Still in Office,1,Leader Still in Office,F,1945,-777,1945-12-12,NA,NA,0,-888,-888,-888,NA,NA
IRN-1848,823c8326-1e42-11e4-b4cd-db5882bf8def,630,IRN,Nasir Ad-Din,1848-09-13,1896-05-01,Regular,Irregular,Unknown,0,Death,M,1831,1896,1831-07-17,1896-05-01,NA,0,3,-999,3,NA,NA
DOM-1879,81e0f3c4-1e42-11e4-b4cd-db5882bf8def,42,DOM,Luperon,1879-12-06,1880-09-01,Irregular,Regular,Regular,0,OK,M,1839,1897,NA,NA,http://dbpedia.org/resource/Gregorio_Luper%C3%B3n,1,1,0,0,NA,NA
TRI-1986,81e33dc0-1e42-11e4-b4cd-db5882bf8def,52,TRI,Robinson,1986-12-18,1991-12-07,Regular,Regular,Regular,0,OK,M,1926,-777,1926-12-16,NA,http://dbpedia.org/resource/A._N._R._Robinson,0,1,0,0,NA,NA
TRI-1991,81e36e90-1e42-11e4-b4cd-db5882bf8def,52,TRI,Manning,1991-12-16,1995-11-09,Regular,Regular,Regular,0,OK,M,1946,-777,1946-08-17,NA,http://dbpedia.org/resource/Patrick_Manning,0,1,0,0,NA,NA
TRI-1995,81e36e91-1e42-11e4-b4cd-db5882bf8def,52,TRI,Panday,1995-11-09,2001-12-24,Regular,Regular,Regular,0,OK,M,1933,-777,NA,NA,NA,0,1,0,0,NA,NA
TRI-2001,81e36e90-1e42-11e4-b4cd-db5882bf8def,52,TRI,Manning,2001-12-25,2010-05-26,Regular,Regular,Regular,1,OK,M,1947,-777,1947-08-17,NA,NA,0,1,0,0,NA,NA
TRI-2010,825028d4-1e42-11e4-b4cd-db5882bf8def,52,TRI,Kamla Persad-Bissessar,2010-05-26,2015-09-09,Regular,Regular,Regular,0,Missing: Left Office after 2014-12-31,F,1952,-777,1952-04-22,NA,NA,0,1,0,-999,NA,NA
TRI-2015,0edc7677-df39-11e5-ba44-bb6d7c1a9a58,52,TRI,Keith Rowley,2015-09-09,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,F,1949,-777,1949-10-24,NA,NA,0,-888,-888,-888,NA,NA
ECU-1883-3,81f7144a-1e42-11e4-b4cd-db5882bf8def,130,ECU,Perez Pareja,1883-10-15,1883-11-23,Regular,Regular,Regular,0,Missing: No Information Found,M,1836,1897,NA,NA,NA,0,1,0,-666,NA,NA
URU-1894,82050104-1e42-11e4-b4cd-db5882bf8def,165,URU,Juan Idiarte Borda,1894-03-21,1897-08-25,Regular,Irregular,Unknown,0,Death,M,1844,1897,NA,NA,NA,0,3,-999,3,NA,NA
NTH-1874,19a47cb8-3bbd-11e5-afeb-eb6f07f9fec7,210,NTH,"Heemskerk, JA",1874-08-27,1877-11-03,Regular,Regular,Regular,1,OK,M,1818,1897,1818-07-30,NA,http://dbpedia.org/resource/Jan_Heemskerk,0,1,0,0,NA,NA
NTH-1883,19a47cb8-3bbd-11e5-afeb-eb6f07f9fec7,210,NTH,"Heemskerk, JA",1883-04-23,1888-04-21,Regular,Regular,Regular,2,OK,M,1818,1897,1818-07-30,NA,http://dbpedia.org/resource/Jan_Heemskerk,0,1,0,0,NA,NA
BAR-1987,81e39f6e-1e42-11e4-b4cd-db5882bf8def,53,BAR,Sandiford,1987-06-01,1994-09-07,Regular,Regular,Regular,0,OK,M,1937,-777,1937-03-24,NA,http://dbpedia.org/resource/Lloyd_Erskine_Sandiford,0,1,0,0,NA,NA
BAR-1994,81e39f6f-1e42-11e4-b4cd-db5882bf8def,53,BAR,Arthur,1994-09-07,2008-01-16,Regular,Regular,Regular,0,OK,M,1949,-777,NA,NA,NA,0,1,0,0,NA,NA
BEL-1894,8209c5d9-1e42-11e4-b4cd-db5882bf8def,211,BEL,Jules Philippe Marie de Burlet,1894-03-26,1896-02-25,Regular,Regular,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1844,1897,1844-04-10,1897-03-01,NA,0,1,0,-777,NA,NA
BAR-2010,825028d6-1e42-11e4-b4cd-db5882bf8def,53,BAR,Stuart,2010-10-23,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1951,-777,1951-04-27,NA,NA,0,-888,-888,-888,NA,NA
SPN-1874,821072f1-1e42-11e4-b4cd-db5882bf8def,230,SPN,del Castillo,1874-12-30,1875-09-10,Regular,Regular,Regular,0,OK,M,1828,1897,1828-02-08,NA,http://dbpedia.org/resource/Antonio_C%C3%A1novas_del_Castillo,0,1,0,0,NA,NA
SPN-1875-2,821072f1-1e42-11e4-b4cd-db5882bf8def,230,SPN,del Castillo,1875-12-02,1879-03-07,Regular,Regular,Regular,1,OK,M,1828,1897,1828-02-08,NA,http://dbpedia.org/resource/Antonio_C%C3%A1novas_del_Castillo,0,1,0,0,NA,NA
SPN-1879-2,821072f1-1e42-11e4-b4cd-db5882bf8def,230,SPN,del Castillo,1879-12-09,1881-02-08,Regular,Regular,Regular,2,OK,M,1828,1897,1828-02-08,NA,http://dbpedia.org/resource/Antonio_C%C3%A1novas_del_Castillo,0,1,0,0,NA,NA
SPN-1884,821072f1-1e42-11e4-b4cd-db5882bf8def,230,SPN,del Castillo,1884-01-18,1885-11-27,Regular,Regular,Regular,3,OK,M,1828,1897,1828-02-08,NA,http://dbpedia.org/resource/Antonio_C%C3%A1novas_del_Castillo,0,1,0,0,NA,NA
SPN-1890,821072f1-1e42-11e4-b4cd-db5882bf8def,230,SPN,del Castillo,1890-07-05,1892-12-11,Regular,Regular,Regular,4,OK,M,1828,1897,1828-02-08,NA,http://dbpedia.org/resource/Antonio_C%C3%A1novas_del_Castillo,0,1,0,0,NA,NA
SPN-1895,821072f1-1e42-11e4-b4cd-db5882bf8def,230,SPN,del Castillo,1895-03-23,1897-08-08,Regular,Irregular,Unknown,5,Death,M,1828,1897,1828-02-08,NA,http://dbpedia.org/resource/Antonio_C%C3%A1novas_del_Castillo,0,3,-999,3,NA,NA
SWD-1884,8224dbff-1e42-11e4-b4cd-db5882bf8def,380,SWD,Themptander,1884-05-16,1888-02-06,Regular,Regular,Regular,0,OK,M,1844,1897,1844-02-14,1897-01-30,http://dbpedia.org/resource/Robert_Themptander,0,1,0,0,NA,NA
DOM-1884,81e0f3c7-1e42-11e4-b4cd-db5882bf8def,42,DOM,Billini,1884-09-01,1885-05-16,Regular,Irregular,Unknown,0,OK,M,1844,1898,NA,NA,NA,0,3,-999,0,NA,NA
GUA-1892,81e52610-1e42-11e4-b4cd-db5882bf8def,90,GUA,Reina Barrios,1892-03-15,1898-02-08,Regular,Irregular,Unknown,0,Death,M,1835,1898,NA,NA,NA,0,3,-999,3,Nephew of Justo Rufino Barrios%81e5260e-1e42-11e4-b4cd-db5882bf8def,1
VEN-1884,81f52bfa-1e42-11e4-b4cd-db5882bf8def,101,VEN,Joaquin Crespo,1884-04-27,1886-04-27,Regular,Regular,Regular,0,OK,M,1841,1898,1841-08-22,1898-04-15,http://dbpedia.org/resource/Joaqu%C3%ADn_Crespo,0,1,0,0,NA,NA
VEN-1887,81f55ccc-1e42-11e4-b4cd-db5882bf8def,101,VEN,Lopez,1887-08-08,1888-07-05,Regular,Regular,Regular,0,OK,M,1830,1898,1830-04-19,1898-12-17,NA,0,1,0,0,NA,NA
VEN-1892-3,81f52bfa-1e42-11e4-b4cd-db5882bf8def,101,VEN,Joaquin Crespo,1892-10-07,1894-02-28,Irregular,Regular,Regular,1,OK,M,1841,1898,1841-08-22,1898-04-15,http://dbpedia.org/resource/Joaqu%C3%ADn_Crespo,1,1,0,0,NA,NA
VEN-1894-2,81f52bfa-1e42-11e4-b4cd-db5882bf8def,101,VEN,Joaquin Crespo,1894-04-14,1898-02-20,Regular,Regular,Regular,2,Death,M,1841,1898,1841-08-22,1898-04-15,http://dbpedia.org/resource/Joaqu%C3%ADn_Crespo,0,1,0,3,NA,NA
UKG-1880,3568a438-3bbd-11e5-afeb-eb6f07f9fec7,200,UKG,Gladstone,1880-04-28,1885-06-09,Regular,Regular,Regular,1,OK,M,1809,1898,1809-12-29,1898-05-19,http://dbpedia.org/resource/Premiership_of_William_Gladstone,0,1,0,0,NA,NA
UKG-1886-1,3568a438-3bbd-11e5-afeb-eb6f07f9fec7,200,UKG,Gladstone,1886-02-03,1886-07-20,Regular,Regular,Regular,2,OK,M,1809,1898,1809-12-29,1898-05-19,http://dbpedia.org/resource/Premiership_of_William_Gladstone,0,1,0,0,NA,NA
UKG-1892,3568a438-3bbd-11e5-afeb-eb6f07f9fec7,200,UKG,Gladstone,1892-08-16,1894-03-03,Regular,Regular,Regular,3,OK,M,1809,1898,1809-12-29,1898-05-19,http://dbpedia.org/resource/Premiership_of_William_Gladstone,0,1,0,0,NA,NA
FRN-1875,820b7d4a-1e42-11e4-b4cd-db5882bf8def,220,FRN,Buffet,1875-03-10,1876-02-21,Regular,Regular,Regular,0,OK,M,1818,1898,NA,NA,http://dbpedia.org/resource/Louis_Buffet,0,1,0,0,NA,NA
DOM-1882,81e0f3c6-1e42-11e4-b4cd-db5882bf8def,42,DOM,Heureaux,1882-09-01,1884-09-01,Regular,Regular,Regular,0,OK,M,1845,1899,1845-10-21,1899-07-26,http://dbpedia.org/resource/Ulises_Heureaux,0,1,0,0,NA,NA
MEX-1970,81e4c467-1e42-11e4-b4cd-db5882bf8def,70,MEX,Echeverria Alvarez,1970-12-01,1976-12-01,Regular,Regular,Regular,0,OK,M,1922,-777,1922-01-17,NA,NA,0,1,0,0,NA,NA
DOM-1887,81e0f3c6-1e42-11e4-b4cd-db5882bf8def,42,DOM,Heureaux,1887-01-06,1899-07-26,Regular,Irregular,Unknown,1,Death,M,1845,1899,1845-10-21,1899-07-26,http://dbpedia.org/resource/Ulises_Heureaux,0,3,-999,3,NA,NA
VEN-1870,81f4fb27-1e42-11e4-b4cd-db5882bf8def,101,VEN,Guzman Blanco,1870-04-27,1877-02-20,Irregular,Regular,Regular,0,OK,M,1829,1899,1829-02-20,NA,http://dbpedia.org/resource/Antonio_Guzm%C3%A1n_Blanco,1,1,0,0,NA,NA
MEX-1988,81e4c46a-1e42-11e4-b4cd-db5882bf8def,70,MEX,Salinas,1988-12-01,1994-11-30,Regular,Regular,Regular,0,Exile,M,1948,-777,1948-04-03,NA,http://dbpedia.org/resource/Carlos_Salinas_de_Gortari,0,1,0,1,NA,NA
MEX-1994,81e4f53a-1e42-11e4-b4cd-db5882bf8def,70,MEX,Zedillo,1994-12-01,2000-11-30,Regular,Regular,Regular,0,OK,M,1951,-777,1951-12-27,NA,http://dbpedia.org/resource/Ernesto_Zedillo,0,1,0,0,NA,NA
MEX-2000,81e4f53b-1e42-11e4-b4cd-db5882bf8def,70,MEX,Vicente Fox Quesada,2000-12-01,2006-11-30,Regular,Regular,Regular,0,OK,M,1942,-777,1942-07-02,NA,NA,0,1,0,0,NA,NA
MEX-2006,825028d7-1e42-11e4-b4cd-db5882bf8def,70,MEX,Calderon,2006-12-01,2012-12-01,Regular,Regular,Regular,0,OK,M,1962,-777,NA,NA,NA,0,1,0,0,NA,NA
MEX-2012,2b37a450-3481-11e4-8dba-bbcd9ed46413,70,MEX,Enrique Pena Nieto,2012-12-01,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1966,-777,1966-07-20,NA,NA,0,-888,-888,-888,NA,NA
